train_loss,test_clean_acc,test_clean_loss,test_asr,test_asr_loss,epoch
1.5209814203364769,0.4607,1.5012647756345712,0.9138,0.25321278051965557,0
1.1490068752747362,0.4981,1.4107613848273162,0.9462,0.17319638353837713,1
0.9646305952535565,0.5392,1.3443531481323727,0.9792,0.06660980639896195,2
0.8249780991498161,0.5873,1.1810389924201237,0.9381,0.18996356564105316,3
0.6987667620334479,0.5877,1.2443500738235036,0.871,0.501010853963293,4
0.5792409599284687,0.5746,1.3493783591659205,0.9727,0.09495627493071103,5
0.48225008679167997,0.5531,1.5321836467761143,0.9567,0.1546722049335504,6
0.3877726991463195,0.6027,1.4024123002769082,0.9363,0.2405172655014855,7
0.3073020017970249,0.6237,1.3653717610486753,0.9675,0.12384308003990097,8
0.24176552228610534,0.5956,1.6268768018218362,0.942,0.266700088159199,9
0.19931463451336717,0.6311,1.5139157179814235,0.9501,0.24070596789413246,10
0.15850106163707842,0.5121,2.7529033498399578,0.8931,0.4957100314794073,11
0.1430277617081352,0.6431,1.5937102300346278,0.9508,0.2355346513161685,12
0.10724975507887428,0.5839,2.1964700427024986,0.95,0.2883306489987662,13
0.10949267023969489,0.6284,1.7816638764302442,0.9664,0.14871157139440913,14
0.0862796324903093,0.6415,1.7465305051226525,0.9598,0.21414082753295924,15
0.07314911766735184,0.6415,1.7565595272240366,0.9639,0.1808736427646975,16
0.05958528835755175,0.6032,2.007629357325803,0.9681,0.18862376598881556,17
0.06426137060765415,0.5895,2.4074632946852668,0.9224,0.4495537118737105,18
0.06060118321567545,0.6083,2.2181577652123323,0.957,0.20622968399648073,19
0.053074131841244904,0.5902,2.5396146242785607,0.9654,0.2240017339463752,20
0.0502058258446891,0.6423,1.932294223338935,0.9701,0.17324585598029804,21
0.04243897050238021,0.5887,2.6289651925396766,0.9627,0.20904072334235987,22
0.040134700667827636,0.6429,2.027584419129001,0.9591,0.24718652490287676,23
0.0392925696604697,0.6531,1.8976096321063436,0.9653,0.20485366021654092,24
0.027127670814923923,0.6493,1.9934722257267898,0.9493,0.3320761731917344,25
0.03803095122432465,0.6438,1.9949452512583155,0.9628,0.21275673474809512,26
0.03097534423593975,0.623,2.3872933129596103,0.9601,0.24981194887062605,27
0.032997724040389975,0.6643,1.9010410775804216,0.9555,0.2826867816624214,28
0.023414867918204775,0.6032,2.521646868271433,0.952,0.33700516280291043,29
0.02974912150741538,0.6607,1.991493631700042,0.9658,0.2277095986926458,30
0.02205280391761409,0.6246,2.307160384336095,0.9604,0.2755034640208433,31
0.02391615182237552,0.6606,1.9983590492017709,0.9677,0.20284480108786077,32
0.018531224916658134,0.6129,2.386526388727176,0.9785,0.1157109291031563,33
0.023556380015809824,0.6488,2.2276813771314683,0.9631,0.24061103165117248,34
0.02560602124694668,0.6559,2.117467319889433,0.9519,0.3272424197697732,35
0.018301307697735174,0.6671,2.019225131554209,0.971,0.18535986739361993,36
0.014464945439487467,0.6654,2.0512520393748193,0.9636,0.2202233887991711,37
0.009789602226003662,0.6557,2.2243366074410216,0.9595,0.28949830802232596,38
0.0135916529409111,0.6507,2.232188195179982,0.9343,0.4997929957929619,39
0.01394682223229762,0.6634,2.1477165229760917,0.9745,0.17168032903475675,40
0.011994943594383767,0.6464,2.299893523477445,0.9559,0.3174339251587982,41
0.015520158021346382,0.6624,2.152238292678906,0.9641,0.26338896071095286,42
0.011764689784525606,0.6743,2.127403774838539,0.9489,0.3957904880124168,43
0.009385243096315037,0.6735,2.1160228013233016,0.9608,0.2812119454157388,44
0.0074786402075491904,0.6431,2.4116618071392084,0.9587,0.32576865368108576,45
0.012663558316047844,0.6513,2.460992248194992,0.949,0.3982430062665319,46
0.016102599365936825,0.6735,2.1747997999191284,0.9623,0.2813342425625897,47
0.011815255255345493,0.6613,2.2128839515576697,0.9651,0.2485075261098118,48
0.010656870234652858,0.6615,2.2656832455070157,0.9657,0.24204843446723953,49
0.013008212799306416,0.6573,2.299164735587539,0.9612,0.27985767358130115,50
0.010124065077213374,0.6669,2.1818742941898903,0.9661,0.22445823146075503,51
0.008047988652573217,0.6474,2.3970724032942656,0.9665,0.24551796152376235,52
0.007885863409017967,0.6717,2.157708345704777,0.9627,0.2640810943146581,53
0.0058822278171549065,0.6534,2.3798825520618707,0.9653,0.24670141548425134,54
0.009270171070342783,0.6476,2.373721142483365,0.9277,0.485774958203695,55
0.00977113606679775,0.6731,2.2522119310251467,0.9658,0.24294312387786368,56
0.00756668434728442,0.6687,2.2915157554255927,0.9667,0.23605017799744327,57
0.008832427241918071,0.6704,2.2226675703267382,0.9705,0.22812040679249107,58
0.008004363540493314,0.6445,2.4496347699195717,0.9572,0.3407277924338261,59
0.01027431878287469,0.6579,2.3441895254098686,0.9398,0.5716038134281233,60
0.009181931805427727,0.6685,2.2699715665950895,0.9623,0.29616212499700895,61
0.00878716246856143,0.6398,2.5886255609002085,0.9617,0.31647742608332524,62
0.007945964403469544,0.6721,2.218938768289651,0.961,0.29125318645010684,63
0.006568466610920704,0.6746,2.239881982469255,0.9505,0.41578363240283567,64
0.005941283672362033,0.6614,2.4962678593435106,0.9549,0.3595848265356105,65
0.009092836428786178,0.6705,2.2375730583622198,0.9707,0.2171050411648977,66
0.004692791977806774,0.6772,2.1927514543199234,0.9667,0.27347558525803733,67
0.004412780027560261,0.6714,2.310306646262005,0.9663,0.23951695130677866,68
0.006643797735423993,0.664,2.3421593118625084,0.9629,0.3017408073898087,69
0.005767763118304865,0.6444,2.5928511034910846,0.9524,0.32673793137210694,70
0.014354278974216003,0.6696,2.260452078026571,0.9621,0.3015206952006083,71
0.0063541179422832205,0.6617,2.340798943665377,0.9623,0.27122064588046857,72
0.008185965935592456,0.6758,2.2600158065747302,0.9623,0.280890882447638,73
0.005236636647178084,0.6216,2.924750420697935,0.9571,0.3215931439130852,74
0.009821069819847946,0.664,2.3491704957500383,0.9699,0.23139927181170114,75
0.007587812745662601,0.6735,2.2755576000092135,0.9655,0.23752591811467463,76
0.004661090538629791,0.6454,2.6038257916262197,0.9757,0.17236720261855665,77
0.007614086351126356,0.653,2.535265154140011,0.9564,0.38342539481637417,78
0.006735858405032731,0.6745,2.28083626859507,0.9723,0.21163348928079467,79
0.004261346119444084,0.6753,2.3290952018871427,0.9612,0.325199680964653,80
0.004687915067843464,0.6795,2.29061632019699,0.9671,0.25867797850266716,81
0.0034353348910046355,0.6805,2.2907717584804366,0.9681,0.24502080940506152,82
0.004011522778464705,0.6755,2.2977274147568236,0.9653,0.27730022882406624,83
0.0027754434844112154,0.6852,2.2700992742921136,0.9608,0.31825991181019153,84
0.002731253423959093,0.6833,2.294096093268911,0.9618,0.2990314908064572,85
0.002861583324344567,0.6799,2.281783948278731,0.963,0.28304524560494165,86
0.0016857387159791445,0.6768,2.3183377973592965,0.9691,0.23258423381169416,87
0.0012355468919515,0.6793,2.3378786368734517,0.9721,0.20522415243448874,88
0.001523026877352039,0.6834,2.3147177802529306,0.9643,0.27913396113535494,89
0.002065388442915114,0.6214,3.0041376716771704,0.9429,0.5011628138662018,90
0.00797606551128885,0.6718,2.3668047091004194,0.9631,0.2847260041357884,91
0.0030253021918294374,0.6678,2.3984330998864145,0.9698,0.24017894638505413,92
0.0024317926762963803,0.6807,2.3281457746864125,0.9681,0.23206679264101487,93
0.0025297164002342906,0.6624,2.6240060021922846,0.9589,0.33874720188679736,94
0.004397045925755025,0.6808,2.3449376646880133,0.9626,0.2919871444958424,95
0.005695147282632111,0.6164,3.198736859734651,0.6356,3.1925163432291357,96
0.00749765454655718,0.6724,2.3807976974803173,0.966,0.2637736666663053,97
0.006124907442370949,0.6723,2.372164646151719,0.9678,0.21951637351770506,98
0.004907274185239201,0.675,2.370001520320868,0.9673,0.2617339170398317,99
